landrace,plant,ptno,block,ind,dss21,leaf21,di21,dss35,leaf35,di35,dss50,leaf50,di50,dss65,leaf65,di65,dss80,leaf80,di80,dss95,leaf95,di95,dss110,leaf110,di110,dss125,leaf125,di125,dss140,leaf140,di140,dss155,leaf155,di155
Alagena,Enset,10,2,10,0,6,0,0,6,0,0,6,0,1,5,0.8,1,5,0.8,2,5,1.6,4,5,3.2,3,5,2.4,3,6,2,3,5,2.4
Wachiso,Enset,1,2,5,0,4,0,2,4,2,1,4,1,1,6,0.67,1,5,0.8,1,5,0.8,2,6,1.33,3,5,2.4,2,6,1.33,3,6,2
Wachiso,Enset,2,2,5,0,5,0,0,5,0,0,5,0,1,5,0.8,1,11,0.36,1,11,0.36,3,5,2.4,5,7,2.86,6,6,4,3,4,3
Wachiso,Enset,3,2,5,1,5,0.8,1,5,0.8,1,5,0.8,1,5,0.8,1,4,1,3,4,3,4,6,2.67,6,7,3.43,5,6,3.33,8,8,4
Wachiso,Enset,4,2,5,0,6,0,1,8,0.5,1,8,0.5,1,9,0.44,1,5,0.8,2,5,1.6,3,8,1.5,6,6,4,4,7,2.29,5,6,3.33
Wachiso,Enset,5,2,5,0,6,0,0,6,0,0,6,0,1,6,0.67,1,5,0.8,1,5,0.8,4,5,3.2,7,10,2.8,5,7,2.86,6,6,4
Wachiso,Enset,6,2,5,0,4,0,0,4,0,0,4,0,1,4,1,1,7,0.57,1,7,0.57,2,9,0.89,3,10,1.2,1,7,0.57,2,7,1.14
Wachiso,Enset,7,2,5,0,6,0,3,6,2,1,6,0.67,1,5,0.8,1,7,0.57,3,7,1.71,6,10,2.4,6,6,4,7,7,4,8,8,4
Wachiso,Enset,8,2,5,1,6,0.67,2,7,1.14,1,7,0.57,1,7,0.57,1,6,0.67,2,6,1.33,3,6,2,5,6,3.33,3,6,2,6,6,4
Wachiso,Enset,9,2,5,0,7,0,0,6,0,0,6,0,0,6,0,1,5,0.8,2,5,1.6,3,5,2.4,3,6,2,3,6,2,3,5,2.4
Wachiso,Enset,10,2,5,0,6,0,3,6,2,1,6,0.67,1,6,0.67,1,5,0.8,3,5,2.4,4,6,2.67,3,5,2.4,3,6,2,5,6,3.33
Bota Arkiya,Enset,1,2,19,0,8,0,0,8,0,0,8,0,2,5,1.6,3,6,2,1,5,0.8,3,5,2.4,5,5,4,3,5,2.4,1,4,1
Bota Arkiya,Enset,2,2,19,2,7,1.14,2,7,1.14,2,7,1.14,0,6,0,1,7,0.57,3,6,2,5,6,3.33,6,7,3.43,4,6,2.67,4,6,2.67
Bota Arkiya,Enset,3,2,19,0,6,0,0,6,0,0,6,0,0,4,0,0,6,0,0,6,0,1,6,0.67,1,5,0.8,1,6,0.67,0,5,0
Bota Arkiya,Enset,4,2,19,0,6,0,0,6,0,0,6,0,2,5,1.6,0,6,0,0,6,0,3,6,2,4,6,2.67,2,6,1.33,2,5,1.6
Bota Arkiya,Enset,5,2,19,1,7,0.57,2,7,1.14,2,7,1.14,1,6,0.67,0,6,0,1,5,0.8,3,5,2.4,4,6,2.67,2,6,1.33,1,5,0.8
Bota Arkiya,Enset,6,2,19,0,7,0,0,7,0,0,7,0,1,4,1,0,4,0,0,6,0,1,6,0.67,4,6,2.67,3,6,2,2,5,1.6
Bota Arkiya,Enset,7,2,19,0,6,0,0,6,0,0,6,0,0,5,0,0,5,0,1,5,0.8,3,5,2.4,3,6,2,2,6,1.33,2,5,1.6
Bota Arkiya,Enset,8,2,19,0,5,0,0,5,0,0,5,0,0,6,0,1,6,0.67,0,5,0,2,5,1.6,2,5,1.6,1,5,0.8,1,5,0.8
Bota Arkiya,Enset,9,2,19,0,4,0,0,4,0,1,4,1,1,6,0.67,0,6,0,2,9,0.89,3,10,1.2,7,12,2.33,4,13,1.23,5,13,1.54
Bota Arkiya,Enset,10,2,19,0,6,0,0,6,0,0,6,0,1,6,0.67,1,6,0.67,1,5,0.8,4,6,2.67,5,7,2.86,2,6,1.33,2,6,1.33
Bota Arkiya,Enset,1,3,19,3,6,2,2,6,1.33,4,6,2.67,2,5,1.6,2,5,1.6,2,5,1.6,3,5,2.4,3,4,3,2,6,1.33,1,6,0.67
Bota Arkiya,Enset,2,3,19,2,6,1.33,2,6,1.33,1,6,0.67,1,5,0.8,4,5,3.2,4,4,4,4,6,2.67,5,8,2.5,3,10,1.2,3,11,1.09
Bota Arkiya,Enset,3,3,19,0,7,0,0,7,0,1,7,0.57,1,6,0.67,2,6,1.33,2,6,1.33,3,6,2,5,7,2.86,3,6,2,5,6,3.33
Bota Arkiya,Enset,4,3,19,1,7,0.57,2,7,1.14,2,7,1.14,2,6,1.33,2,6,1.33,2,5,1.6,4,6,2.67,5,6,3.33,3,6,2,3,5,2.4
Bota Arkiya,Enset,5,3,19,1,5,0.8,1,5,0.8,2,5,1.6,3,6,2,2,5,1.6,3,5,2.4,4,6,2.67,6,7,3.43,3,6,2,3,6,2
Bota Arkiya,Enset,6,3,19,0,4,0,0,4,0,0,4,0,0,3,0,0,4,0,0,4,0,2,5,1.6,1,5,0.8,0,4,0,0,5,0
Bota Arkiya,Enset,7,3,19,0,5,0,0,5,0,2,5,1.6,2,5,1.6,0,4,0,1,4,1,3,4,3,3,5,2.4,2,4,2,2,4,2
Bota Arkiya,Enset,8,3,19,2,6,1.33,3,6,2,2,6,1.33,2,5,1.6,2,5,1.6,3,6,2,4,5,3.2,4,6,2.67,2,5,1.6,1,5,0.8
Bota Arkiya,Enset,9,3,19,1,6,0.67,2,6,1.33,1,6,0.67,2,6,1.33,2,6,1.33,3,6,2,5,6,3.33,8,8,4,5,7,2.86,4,6,2.67
Bota Arkiya,Enset,10,3,19,2,6,1.33,1,6,0.67,1,6,0.67,0,5,0,0,5,0,0,5,0,2,5,1.6,3,6,2,3,6,2,2,5,1.6
Lemat,Enset,1,3,1,1,7,0.57,1,7,0.57,1,6,0.67,3,6,2,3,5,2.4,3,6,2,2,6,1.33,3,6,2,2,5,1.6,2,5,1.6
Lemat,Enset,2,3,1,1,6,0.67,1,5,0.8,1,5,0.8,1,5,0.8,1,5,0.8,1,5,0.8,1,6,0.67,2,6,1.33,2,7,1.14,1,6,0.67
Lemat,Enset,3,3,1,0,5,0,1,5,0.8,1,4,1,1,4,1,1,5,0.8,1,6,0.67,3,6,2,5,7,2.86,4,6,2.67,2,3,2.67
Lemat,Enset,4,3,1,1,6,0.67,1,5,0.8,1,5,0.8,1,5,0.8,1,5,0.8,1,6,0.67,2,6,1.33,1,5,0.8,2,5,1.6,1,5,0.8
Lemat,Enset,5,3,1,1,5,0.8,1,5,0.8,2,5,1.6,1,5,0.8,1,5,0.8,1,6,0.67,3,6,2,4,7,2.29,2,6,1.33,3,6,2
Lemat,Enset,6,3,1,0,5,0,1,5,0.8,1,5,0.8,1,5,0.8,1,5,0.8,1,6,0.67,2,6,1.33,1,6,0.67,2,6,1.33,2,5,1.6
Lemat,Enset,7,3,1,1,5,0.8,1,6,0.67,1,6,0.67,1,7,0.57,2,6,1.33,2,7,1.14,2,7,1.14,2,8,1,2,9,0.89,2,9,0.89
Lemat,Enset,8,3,1,0,5,0,1,6,0.67,1,7,0.57,1,8,0.5,1,9,0.44,1,8,0.5,2,8,1,3,9,1.33,3,9,1.33,4,8,2
Lemat,Enset,9,3,1,0,7,0,2,8,1,1,8,0.5,1,9,0.44,1,8,0.5,1,9,0.44,1,9,0.44,2,9,0.89,2,10,0.8,3,9,1.33
Lemat,Enset,10,3,1,1,6,0.67,1,7,0.57,1,7,0.57,1,9,0.44,2,9,0.89,2,10,0.8,3,9,1.33,3,10,1.2,4,11,1.45,4,10,1.6
Godere  ,Enset,1,3,8,0,6,0,0,6,0,1,6,0.67,2,5,1.6,3,4,3,3,4,3,4,5,3.2,4,5,3.2,3,4,3,5,5,4
Godere  ,Enset,2,3,8,0,5,0,0,5,0,0,5,0,1,5,0.8,2,5,1.6,2,5,1.6,3,5,2.4,5,6,3.33,6,6,4,7,7,4
Godere  ,Enset,3,3,8,0,6,0,0,6,0,1,6,0.67,4,6,2.67,4,5,3.2,4,5,3.2,5,5,4,9,9,4,8,8,4,8,8,4
Godere  ,Enset,4,3,8,1,6,0.67,1,6,0.67,2,6,1.33,3,5,2.4,2,5,1.6,3,6,2,5,6,3.33,7,7,4,7,7,4,7,7,4
Godere  ,Enset,5,3,8,0,5,0,0,5,0,1,5,0.8,2,5,1.6,3,6,2,4,5,3.2,5,5,4,6,7,3.43,6,6,4,5,5,4
Godere  ,Enset,6,3,8,0,6,0,0,6,0,0,6,0,1,5,0.8,0,5,0,1,6,0.67,2,6,1.33,3,5,2.4,3,5,2.4,4,5,3.2
Godere  ,Enset,7,3,8,0,6,0,0,6,0,1,6,0.67,1,5,0.8,1,6,0.67,2,6,1.33,3,5,2.4,7,7,4,6,6,4,5,5,4
Godere  ,Enset,8,3,8,0,5,0,0,5,0,3,5,2.4,2,5,1.6,2,5,1.6,2,5,1.6,3,5,2.4,6,6,4,6,7,3.43,8,8,4
Godere  ,Enset,9,3,8,0,5,0,0,5,0,0,5,0,0,5,0,1,5,0.8,1,5,0.8,3,4,3,3,5,2.4,4,5,3.2,3,4,3
Godere  ,Enset,10,3,8,1,5,0.8,1,4,1,2,4,2,3,5,2.4,3,5,2.4,3,6,2,4,7,2.29,5,7,2.86,5,8,2.5,6,7,3.43
Ado,Enset,1,3,14,0,7,0,0,7,0,0,7,0,0,5,0,2,7,1.14,1,2,2,1,4,1,1,4,1,1,3,1.33,1,4,1
Ado,Enset,2,3,14,0,6,0,0,6,0,0,6,0,0,4,0,0,3,0,2,3,2.67,2,2,4,2,2,4,2,3,2.67,3,3,4
Ado,Enset,3,3,14,0,6,0,0,6,0,0,6,0,0,5,0,1,4,1,1,3,1.33,3,3,4,3,4,3,3,3,4,3,3,4
Ado,Enset,4,3,14,0,6,0,0,6,0,0,6,0,1,6,0.67,1,5,0.8,2,4,2,1,4,1,1,4,1,2,4,2,1,4,1
Ado,Enset,5,3,14,0,6,0,0,6,0,0,6,0,0,4,0,1,4,1,1,5,0.8,2,5,1.6,1,5,0.8,2,5,1.6,1,5,0.8
Ado,Enset,6,3,14,0,6,0,0,6,0,0,6,0,1,4,1,1,4,1,1,6,0.67,4,6,2.67,4,6,2.67,4,6,2.67,4,6,2.67
Ado,Enset,7,3,14,0,6,0,0,6,0,0,6,0,1,6,0.67,1,5,0.8,1,7,0.57,3,7,1.71,5,7,2.86,4,7,2.29,6,7,3.43
Ado,Enset,8,3,14,0,6,0,0,6,0,0,6,0,0,3,0,1,4,1,1,8,0.5,2,8,1,2,8,1,2,8,1,1,8,0.5
Ado,Enset,9,3,14,0,6,0,1,6,0.67,0,6,0,0,6,0,0,5,0,1,9,0.44,4,9,1.78,3,9,1.33,3,9,1.33,3,9,1.33
Ado,Enset,10,3,14,0,6,0,0,6,0,1,6,0.67,1,5,0.8,1,5,0.8,1,10,0.4,4,10,1.6,3,10,1.2,3,10,1.2,4,10,1.6
Nechuwe,Enset,1,3,2,0,5,0,0,5,0,0,5,0,1,4,1,1,4,1,2,3,2.67,3,3,4,3,4,3,2,4,2,2,5,1.6
Nechuwe,Enset,2,3,2,0,4,0,0,4,0,0,5,0,1,5,0.8,2,5,1.6,2,6,1.33,4,6,2.67,4,6,2.67,5,7,2.86,3,3,4
Nechuwe,Enset,3,3,2,0,6,0,2,6,1.33,3,6,2,2,5,1.6,2,4,2,2,4,2,3,5,2.4,4,6,2.67,3,7,1.71,1,6,0.67
Nechuwe,Enset,4,3,2,0,5,0,0,5,0,2,5,1.6,2,4,2,3,5,2.4,4,4,4,3,4,3,4,4,4,3,3,4,2,4,2
Nechuwe,Enset,5,3,2,0,5,0,0,5,0,0,5,0,0,3,0,0,4,0,2,3,2.67,3,3,4,3,4,3,4,4,4,4,4,4
Nechuwe,Enset,6,3,2,0,5,0,0,5,0,2,5,1.6,3,5,2.4,3,4,3,2,4,2,3,4,3,3,4,3,3,4,3,3,5,2.4
Nechuwe,Enset,7,3,2,0,5,0,0,5,0,0,5,0,1,4,1,1,4,1,2,3,2.67,3,3,4,3,4,3,2,4,2,2,5,1.6
Nechuwe,Enset,8,3,2,0,5,0,0,5,0,0,5,0,2,3,2.67,0,3,0,1,3,1.33,2,3,2.67,2,3,2.67,3,4,3,3,3,4
Nechuwe,Enset,9,3,2,0,6,0,2,6,1.33,3,6,2,2,5,1.6,2,4,2,2,4,2,3,5,2.4,3,5,2.4,1,5,0.8,1,6,0.67
Nechuwe,Enset,10,3,2,0,5,0,0,5,0,2,5,1.6,2,4,2,3,5,2.4,4,4,4,3,4,3,4,4,4,3,3,4,2,4,2
Bededet,Enset,1,3,15,0,5,0,0,5,0,1,5,0.8,0,5,0,0,5,0,1,5,0.8,3,4,3,3,5,2.4,3,5,2.4,2,4,2
Bededet,Enset,2,3,15,0,5,0,0,5,0,0,5,0,0,3,0,0,3,0,1,4,1,2,5,1.6,2,6,1.33,2,6,1.33,3,6,2
Bededet,Enset,3,3,15,0,5,0,0,5,0,0,5,0,1,5,0.8,1,4,1,0,6,0,1,6,0.67,2,8,1,1,9,0.44,1,9,0.44
Bededet,Enset,4,3,15,0,6,0,0,6,0,0,6,0,1,5,0.8,1,4,1,1,6,0.67,2,7,1.14,3,8,1.5,2,9,0.89,2,10,0.8
Bededet,Enset,5,3,15,1,6,0.67,1,6,0.67,2,6,1.33,1,5,0.8,0,6,0,1,8,0.5,3,10,1.2,5,11,1.82,4,11,1.45,4,11,1.45
Bededet,Enset,6,3,15,0,6,0,0,6,0,0,6,0,0,5,0,0,5,0,2,5,1.6,2,5,1.6,2,6,1.33,2,7,1.14,1,6,0.67
Bededet,Enset,7,3,15,0,7,0,0,7,0,1,7,0.57,1,6,0.67,1,6,0.67,1,7,0.57,2,9,0.89,1,9,0.44,0,9,0,1,10,0.4
Bededet,Enset,8,3,15,0,7,0,0,6,0,0,6,0,1,5,0.8,1,4,1,1,6,0.67,2,7,1.14,3,8,1.5,2,9,0.89,2,10,0.8
Bededet,Enset,9,3,15,0,7,0,1,6,0.67,1,6,0.67,1,5,0.8,0,7,0,1,8,0.5,3,10,1.2,5,11,1.82,4,11,1.45,4,11,1.45
Bededet,Enset,10,3,15,0,6,0,0,6,0,0,6,0,0,5,0,0,5,0,2,5,1.6,2,5,1.6,2,6,1.33,2,7,1.14,1,6,0.67
Mazia,Enset,1,3,11,0,6,0,0,6,0,0,6,0,0,4,0,0,4,0,1,4,1,3,5,2.4,3,5,2.4,4,6,2.67,3,6,2
Mazia,Enset,2,3,11,0,5,0,0,5,0,0,5,0,0,3,0,0,3,0,1,3,1.33,2,5,1.6,2,4,2,3,5,2.4,2,5,1.6
Mazia,Enset,3,3,11,0,5,0,0,5,0,0,5,0,0,3,0,1,5,0.8,2,5,1.6,3,5,2.4,4,5,3.2,3,6,2,3,5,2.4
Mazia,Enset,4,3,11,0,6,0,0,6,0,0,6,0,1,4,1,2,4,2,3,4,3,3,5,2.4,4,6,2.67,1,5,0.8,2,5,1.6
Mazia,Enset,5,3,11,1,5,0.8,3,5,2.4,3,5,2.4,3,5,2.4,2,5,1.6,4,5,3.2,4,5,3.2,5,6,3.33,4,7,2.29,3,6,2
Mazia,Enset,6,3,11,0,6,0,0,6,0,0,6,0,0,4,0,0,4,0,1,4,1,2,6,1.33,4,7,2.29,2,7,1.14,3,7,1.71
Mazia,Enset,7,3,11,0,6,0,0,6,0,1,6,0.67,1,4,1,0,4,0,0,4,0,2,5,1.6,1,5,0.8,2,5,1.6,2,5,1.6
Mazia,Enset,8,3,11,0,6,0,0,6,0,0,6,0,0,5,0,0,5,0,0,5,0,1,5,0.8,3,6,2,3,6,2,3,6,2
Mazia,Enset,9,3,11,0,7,0,0,7,0,0,7,0,0,4,0,0,4,0,0,4,0,2,5,1.6,2,5,1.6,2,5,1.6,2,5,1.6
Mazia,Enset,10,3,11,0,6,0,0,7,0,0,8,0,0,8,0,0,8,0,0,7,0,0,6,0,0,7,0,0,7,0,0,6,0
Yesha,Enset,1,3,9,2,6,1.33,2,6,1.33,3,6,2,3,5,2.4,3,6,2,4,6,2.67,4,5,3.2,8,8,4,6,6,4,7,7,4
Yesha,Enset,2,3,9,3,6,2,4,6,2.67,4,6,2.67,4,6,2.67,4,7,2.29,5,7,2.86,5,6,3.33,6,6,4,4,5,3.2,5,7,2.86
Yesha,Enset,3,3,9,3,5,2.4,3,5,2.4,2,5,1.6,2,5,1.6,2,6,1.33,3,6,2,4,5,3.2,4,5,3.2,3,5,2.4,2,5,1.6
Yesha,Enset,4,3,9,2,5,1.6,2,5,1.6,2,5,1.6,2,4,2,3,7,1.71,4,7,2.29,4,5,3.2,5,6,3.33,4,6,2.67,3,5,2.4
Yesha,Enset,5,3,9,1,5,0.8,1,5,0.8,2,5,1.6,3,5,2.4,4,7,2.29,5,7,2.86,4,6,2.67,7,7,4,4,7,2.29,5,7,2.86
Yesha,Enset,6,3,9,0,5,0,0,5,0,0,5,0,0,3,0,0,5,0,1,5,0.8,7,7,4,7,7,4,7,7,4,5,5,4
Yesha,Enset,7,3,9,1,6,0.67,2,6,1.33,2,6,1.33,2,5,1.6,2,7,1.14,3,7,1.71,5,5,4,6,6,4,5,7,2.86,7,7,4
Yesha,Enset,8,3,9,0,6,0,1,6,0.67,2,6,1.33,2,4,2,3,6,2,4,6,2.67,4,5,3.2,6,6,4,4,5,3.2,4,5,3.2
Yesha,Enset,9,3,9,1,5,0.8,2,5,1.6,2,5,1.6,3,5,2.4,3,5,2.4,4,5,3.2,7,7,4,7,7,4,7,7,4,5,5,4
Yesha,Enset,10,3,9,2,5,1.6,3,5,2.4,4,5,3.2,3,4,3,4,7,2.29,5,7,2.86,5,6,3.33,5,6,3.33,4,6,2.67,5,5,4
Unjame,Enset,1,3,3,1,6,0.67,4,6,2.67,3,6,2,3,6,2,3,5,2.4,2,5,1.6,4,5,3.2,4,5,3.2,3,6,2,2,5,1.6
Unjame,Enset,2,3,3,1,5,0.8,3,5,2.4,2,5,1.6,2,5,1.6,2,5,1.6,3,5,2.4,4,5,3.2,5,5,4,2,5,1.6,3,6,2
Unjame,Enset,3,3,3,1,6,0.67,2,6,1.33,2,6,1.33,2,5,1.6,2,5,1.6,2,5,1.6,4,5,3.2,4,5,3.2,3,5,2.4,3,6,2
Unjame,Enset,4,3,3,0,5,0,2,5,1.6,2,5,1.6,2,4,2,2,4,2,2,4,2,4,5,3.2,6,6,4,3,5,2.4,4,5,3.2
Unjame,Enset,5,3,3,1,6,0.67,1,6,0.67,2,6,1.33,0,4,0,2,5,1.6,3,5,2.4,5,6,3.33,4,7,2.29,2,8,1,2,9,0.89
Unjame,Enset,6,3,3,1,5,0.8,2,5,1.6,1,5,0.8,2,5,1.6,2,7,1.14,3,7,1.71,5,8,2.5,8,9,3.56,4,7,2.29,5,7,2.86
Unjame,Enset,7,3,3,1,5,0.8,1,5,0.8,2,5,1.6,2,5,1.6,2,4,2,2,4,2,4,5,3.2,6,6,4,4,5,3.2,3,5,2.4
Unjame,Enset,8,3,3,0,6,0,1,6,0.67,1,6,0.67,0,2,0,1,5,0.8,1,5,0.8,2,5,1.6,2,7,1.14,2,7,1.14,1,6,0.67
Unjame,Enset,9,3,3,0,6,0,1,6,0.67,1,6,0.67,1,5,0.8,0,5,0,1,5,0.8,3,5,2.4,2,5,1.6,4,6,2.67,3,6,2
Unjame,Enset,10,3,3,1,6,0.67,0,6,0,4,6,2.67,4,4,4,4,5,3.2,5,5,4,4,4,4,5,5,4,6,6,4,6,6,4
Gefetano,Enset,1,3,7,0,5,0,0,5,0,0,5,0,0,5,0,1,5,0.8,2,4,2,2,4,2,2,3,2.67,2,4,2,2,4,2
Gefetano,Enset,2,3,7,1,5,0.8,1,5,0.8,0,5,0,0,4,0,2,6,1.33,3,5,2.4,2,5,1.6,3,5,2.4,1,5,0.8,1,6,0.67
Gefetano,Enset,3,3,7,1,5,0.8,1,5,0.8,3,5,2.4,3,6,2,2,4,2,3,5,2.4,6,6,4,5,6,3.33,5,5,4,5,5,4
Gefetano,Enset,4,3,7,1,5,0.8,1,5,0.8,2,5,1.6,3,4,3,2,4,2,2,4,2,2,4,2,2,5,1.6,1,6,0.67,1,6,0.67
Gefetano,Enset,5,3,7,0,5,0,0,5,0,0,5,0,0,4,0,0,4,0,1,4,1,2,4,2,2,4,2,2,5,1.6,3,4,3
Gefetano,Enset,6,3,7,0,4,0,0,4,0,1,4,1,1,5,0.8,2,5,1.6,3,4,3,3,4,3,4,4,4,3,4,3,3,5,2.4
Gefetano,Enset,7,3,7,0,5,0,0,5,0,2,5,1.6,2,5,1.6,1,5,0.8,3,5,2.4,2,5,1.6,3,4,3,2,4,2,1,4,1
Gefetano,Enset,8,3,7,0,5,0,0,5,0,2,5,1.6,2,5,1.6,1,4,1,3,4,3,3,4,3,3,4,3,3,5,2.4,2,5,1.6
Gefetano,Enset,9,3,7,0,4,0,0,4,0,0,4,0,0,5,0,3,6,2,4,4,4,3,4,3,3,5,2.4,3,5,2.4,3,4,3
Gefetano,Enset,10,3,7,0,5,0,0,5,0,1,5,0.8,0,5,0,1,4,1,2,3,2.67,2,3,2.67,4,4,4,3,4,3,6,6,4
Wachiso,Enset,1,3,5,3,7,1.71,3,7,1.71,3,7,1.71,3,5,2.4,4,6,2.67,4,6,2.67,4,6,2.67,9,9,4,3,9,1.33,5,9,2.22
Wachiso,Enset,2,3,5,3,6,2,3,6,2,3,6,2,3,5,2.4,2,6,1.33,4,6,2.67,4,6,2.67,7,7,4,4,6,2.67,2,6,1.33
Wachiso,Enset,3,3,5,1,5,0.8,2,5,1.6,2,5,1.6,4,5,3.2,4,5,3.2,3,4,3,3,4,3,7,7,4,5,5,4,5,5,4
Wachiso,Enset,4,3,5,0,5,0,1,5,0.8,1,5,0.8,2,5,1.6,2,6,1.33,3,5,2.4,4,5,3.2,5,8,2.5,3,8,1.5,3,8,1.5
Wachiso,Enset,5,3,5,1,5,0.8,4,5,3.2,4,5,3.2,4,5,3.2,4,5,3.2,5,5,4,5,5,4,9,9,4,7,7,4,7,7,4
Wachiso,Enset,6,3,5,1,5,0.8,2,5,1.6,3,5,2.4,4,6,2.67,4,7,2.29,4,5,3.2,5,5,4,6,7,3.43,4,7,2.29,5,7,2.86
Wachiso,Enset,7,3,5,2,6,1.33,3,6,2,3,6,2,3,5,2.4,4,5,3.2,4,5,3.2,5,5,4,8,8,4,7,7,4,6,6,4
Wachiso,Enset,8,3,5,0,5,0,0,5,0,2,5,1.6,0,4,0,0,5,0,1,5,0.8,2,5,1.6,2,5,1.6,2,5,1.6,2,6,1.33
Wachiso,Enset,9,3,5,2,5,1.6,3,5,2.4,3,5,2.4,2,5,1.6,3,7,1.71,5,7,2.86,5,7,2.86,9,9,4,6,7,3.43,6,7,3.43
Wachiso,Enset,10,3,5,0,5,0,0,5,0,0,6,0,0,6,0,0,6,0,2,6,1.33,3,6,2,7,7,4,5,5,4,4,5,3.2
Gezewet,Enset,1,3,20,0,6,0,0,6,0,1,6,0.67,0,6,0,1,3,1.33,1,2,2,1,3,1.33,4,4,4,3,6,2,3,3,4
Gezewet,Enset,2,3,20,1,7,0.57,1,7,0.57,1,7,0.57,1,4,1,1,4,1,1,4,1,1,5,0.8,3,6,2,2,6,1.33,2,6,1.33
Gezewet,Enset,3,3,20,1,6,0.67,0,6,0,1,6,0.67,0,3,0,0,4,0,1,4,1,1,5,0.8,4,6,2.67,1,6,0.67,1,4,1
Gezewet,Enset,4,3,20,0,5,0,1,5,0.8,0,5,0,0,2,0,0,4,0,1,5,0.8,1,5,0.8,4,7,2.29,4,7,2.29,4,7,2.29
Gezewet,Enset,5,3,20,0,6,0,0,6,0,0,6,0,0,5,0,1,4,1,2,5,1.6,3,5,2.4,3,4,3,2,6,1.33,1,3,1.33
Gezewet,Enset,6,3,20,1,6,0.67,0,6,0,0,6,0,0,6,0,1,5,0.8,1,5,0.8,2,6,1.33,3,6,2,1,6,0.67,2,6,1.33
Gezewet,Enset,7,3,20,0,6,0,0,6,0,0,6,0,1,5,0.8,0,3,0,1,4,1,1,3,1.33,2,4,2,2,6,1.33,2,2,4
Gezewet,Enset,8,3,20,1,6,0.67,0,6,0,1,6,0.67,0,3,0,0,5,0,2,5,1.6,3,5,2.4,5,5,4,4,6,2.67,2,4,2
Gezewet,Enset,9,3,20,0,6,0,0,6,0,1,6,0.67,0,5,0,1,5,0.8,2,5,1.6,3,6,2,5,6,3.33,3,7,1.71,5,6,3.33
Gezewet,Enset,10,3,20,0,5,0,1,5,0.8,1,5,0.8,0,5,0,1,5,0.8,1,5,0.8,1,5,0.8,2,6,1.33,1,6,0.67,1,5,0.8
Ginbuwe,Enset,1,3,17,1,5,0.8,2,5,1.6,2,5,1.6,1,5,0.8,1,4,1,2,4,2,3,5,2.4,4,6,2.67,4,5,3.2,3,5,2.4
Ginbuwe,Enset,2,3,17,1,6,0.67,2,6,1.33,1,6,0.67,1,6,0.67,1,4,1,4,5,3.2,5,5,4,6,7,3.43,4,6,2.67,3,5,2.4
Ginbuwe,Enset,3,3,17,1,6,0.67,1,6,0.67,3,6,2,2,4,2,3,5,2.4,3,5,2.4,4,4,4,4,5,3.2,3,5,2.4,2,5,1.6
Ginbuwe,Enset,4,3,17,1,5,0.8,2,5,1.6,1,5,0.8,0,4,0,1,5,0.8,1,4,1,3,5,2.4,3,6,2,1,5,0.8,1,6,0.67
Ginbuwe,Enset,5,3,17,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,2,6,1.33,4,6,2.67,4,6,2.67,2,6,1.33,1,5,0.8
Ginbuwe,Enset,6,3,17,1,6,0.67,2,6,1.33,3,6,2,3,5,2.4,4,5,3.2,4,6,2.67,4,6,2.67,3,5,2.4,3,6,2,3,7,1.71
Ginbuwe,Enset,7,3,17,1,6,0.67,1,6,0.67,3,6,2,2,4,2,3,5,2.4,3,5,2.4,4,4,4,4,5,3.2,3,5,2.4,2,5,1.6
Ginbuwe,Enset,8,3,17,1,5,0.8,2,5,1.6,2,6,1.33,3,5,2.4,3,6,2,2,6,1.33,4,6,2.67,4,6,2.67,2,6,1.33,1,5,0.8
Ginbuwe,Enset,9,3,17,1,6,0.67,2,6,1.33,1,6,0.67,2,6,1.33,2,5,1.6,4,5,3.2,5,5,4,6,7,3.43,4,6,2.67,3,5,2.4
Ginbuwe,Enset,10,3,17,0,5,0,1,5,0.8,1,5,0.8,3,5,2.4,2,6,1.33,2,5,1.6,2,5,1.6,4,5,3.2,4,6,2.67,4,5,3.2
Genticha,Enset,1,3,16,3,5,2.4,2,5,1.6,1,5,0.8,1,4,1,3,5,2.4,4,5,3.2,4,5,3.2,6,6,4,5,5,4,4,5,3.2
Genticha,Enset,2,3,16,3,6,2,2,6,1.33,1,6,0.67,1,4,1,2,5,1.6,3,5,2.4,4,4,4,4,5,3.2,3,4,3,5,5,4
Genticha,Enset,3,3,16,1,6,0.67,3,4,3,2,4,2,2,4,2,1,4,1,1,4,1,3,4,3,2,4,2,1,4,1,2,5,1.6
Genticha,Enset,4,3,16,1,6,0.67,3,5,2.4,2,5,1.6,2,5,1.6,3,5,2.4,4,4,4,5,5,4,7,7,4,5,6,3.33,4,6,2.67
Genticha,Enset,5,3,16,1,6,0.67,3,6,2,2,6,1.33,3,5,2.4,3,5,2.4,5,6,3.33,4,6,2.67,8,8,4,6,6,4,5,5,4
Genticha,Enset,6,3,16,0,6,0,2,5,1.6,3,5,2.4,1,5,0.8,0,5,0,1,5,0.8,2,5,1.6,3,6,2,2,5,1.6,3,5,2.4
Genticha,Enset,7,3,16,0,5,0,1,5,0.8,2,5,1.6,2,5,1.6,1,5,0.8,2,5,1.6,3,4,3,3,4,3,2,5,1.6,2,5,1.6
